Id,Category
2997,2
2998,9
2999,8
3000,2
3001,3
3002,1
3003,5
3004,5
3005,4
3006,10
3007,1
3008,4
3009,1
3010,0
3011,3
3012,6
3013,9
3014,3
3015,1
3016,3
3017,3
3018,2
3019,5
3020,6
3021,3
3022,5
3023,1
3024,6
3025,4
3026,6
3027,2
3028,10
3029,6
3030,3
3031,6
3032,9
3033,5
3034,3
3035,0
3036,1
3037,10
3038,10
3039,4
3040,0
3041,9
3042,10
3043,2
3044,1
3045,3
3046,7
3047,1
3048,5
3049,3
3050,1
3051,7
3052,2
3053,10
3054,9
3055,1
3056,3
3057,9
3058,3
3059,10
3060,8
3061,6
3062,10
3063,9
3064,4
3065,1
3066,7
3067,3
3068,3
3069,5
3070,3
3071,8
3072,3
3073,0
3074,3
3075,2
3076,4
3077,3
3078,3
3079,2
3080,2
3081,10
3082,5
3083,1
3084,9
3085,3
3086,5
3087,2
3088,3
3089,3
3090,9
3091,4
3092,9
3093,5
3094,7
3095,3
3096,4
3097,10
3098,6
3099,4
3100,3
3101,9
3102,5
3103,4
3104,1
3105,0
3106,3
3107,9
3108,2
3109,9
3110,8
3111,9
3112,2
3113,2
3114,9
3115,9
3116,1
3117,1
3118,6
3119,8
3120,6
3121,4
3122,2
3123,4
3124,8
3125,3
3126,9
3127,5
3128,7
3129,2
3130,7
3131,3
3132,4
3133,7
3134,5
3135,9
3136,5
3137,9
3138,0
3139,5
3140,5
3141,7
3142,9
3143,3
3144,10
3145,8
3146,1
3147,10
3148,2
3149,3
3150,5
3151,2
3152,3
3153,2
3154,9
3155,9
3156,7
3157,4
3158,4
3159,9
3160,3
3161,1
3162,1
3163,10
3164,4
3165,0
3166,7
3167,9
3168,2
3169,3
3170,3
3171,3
3172,4
3173,3
3174,2
3175,7
3176,10
3177,4
3178,3
3179,3
3180,5
3181,2
3182,9
3183,8
3184,1
3185,1
3186,3
3187,2
3188,5
3189,6
3190,3
3191,3
3192,9
3193,3
3194,2
3195,4
3196,10
3197,8
3198,2
3199,3
3200,10
3201,3
3202,10
3203,9
3204,7
3205,10
3206,10
3207,6
3208,2
3209,5
3210,1
3211,1
3212,9
3213,10
3214,3
3215,9
3216,1
3217,4
3218,9
3219,6
3220,9
3221,9
3222,3
3223,5
3224,3
3225,4
3226,9
3227,2
3228,9
3229,6
3230,7
3231,4
3232,3
3233,2
3234,7
3235,2
3236,2
3237,7
3238,6
3239,6
3240,9
3241,10
3242,6
3243,1
3244,3
3245,6
3246,10
3247,3
3248,3
3249,7
3250,10
3251,5
3252,2
3253,7
3254,2
3255,7
3256,4
3257,4
3258,4
3259,3
3260,9
3261,4
3262,3
3263,6
3264,3
3265,10
3266,3
3267,8
3268,4
3269,6
3270,5
3271,4
3272,9
3273,10
3274,4
3275,0
3276,8
3277,2
3278,3
3279,6
3280,6
3281,10
3282,3
3283,6
3284,9
3285,10
3286,7
3287,3
3288,4
3289,2
3290,7
3291,9
3292,10
3293,2
3294,10
3295,6
3296,10
3297,10
3298,9
3299,7
3300,3
3301,4
3302,7
3303,3
3304,10
3305,2
3306,9
3307,3
3308,2
3309,3
3310,1
3311,2
3312,9
3313,3
3314,10
3315,4
3316,3
3317,10
3318,3
3319,3
3320,1
3321,4
3322,2
3323,3
3324,1
3325,2
3326,5
3327,8
3328,10
3329,4
3330,10
3331,7
3332,3
3333,2
3334,3
3335,2
3336,9
3337,10
3338,1
3339,10
3340,6
3341,4
3342,2
3343,8
3344,2
3345,3
3346,2
